Rank,Sample ID,Sample Name,Average_ZAUC,CUACC1_ZAUC,CUACC2_ZAUC,H295R_ZAUC,CUACC1_AUC,CUACC2_AUC,H295R_AUC,CUACC1_IC50,CUACC2_IC50,H295R_IC50,IC50_n,Primary MOA,Gene Symbol
135,NCGC00499427-02,GSK-481,-1.7233291912824482,-1.1649494858904792,-1.9193241837473771,-2.0857139042094883,361.468,325.418,301.912,0.001248,,,1,RIP1 kinase Inhibitor,RIPK1
136,NCGC00371001-05,PFI-3,-1.7232462801314583,-1.8510551845465846,-1.6217895703768748,-1.6968940854709156,306.36,355.275,335.57,,0.001333,0.035867,2,SMARCA2 Inhibitor,SMARCA2
137,NCGC00242498-14,D-4476,-1.720917767158838,-1.1991501891315393,-1.5177416453274248,-2.44586146701755,358.721,365.716,270.736,0.028522,,0.137972,2,Casein Kinase 1 Inhibitor,CSNK1A1
138,NCGC00017323-11,Tetracycline hydrochloride,-1.7088926089822807,-1.19019849432618,-2.340608163391615,-1.5958711692290468,359.44,283.143,344.315,,1.481059,0.134691,2,30S Ribosomal Protein Inhibitor,
139,NCGC00346461-02,NVP-AEW541,-1.6781782847220206,-1.3930496257082647,-1.7843638304340261,-1.8571213980237709,343.147,338.961,321.7,0.002196,0.006405,0.128497,3,,IGFR1
140,NCGC00386370-01,VS-5584,-1.6772207673221216,-1.277511756732278,-2.2568994601624817,-1.4972510850716048,352.427,291.543,352.852,,,,0,PI3K/mTOR Inhibitor,PIK3CA
141,NCGC00345851-06,GNE-477,-1.6764313888479632,-2.150569679584872,-1.1468622634133012,-1.7318622235457166,282.303,402.933,332.543,,1.51905,,1,PI3K Inhibitor,PIK3CA
142,NCGC00487085-02,CFI-400945,-1.6745771753648988,-0.8810848940098236,-1.735334447114106,-2.4073121849707673,384.268,343.881,274.073,0.001331,,0.001569,2,Polo-like Kinase-4 (Plk-4) Inhibitor,PLK4
143,NCGC00370832-01,JNJ-28871063 hydrochloride,-1.6734976907670998,-1.6288813405943785,-2.066671432074277,-1.3249402996326436,324.205,310.632,367.768,,1.41138,,1,EGFR Inhibitor,EGFR
144,NCGC00379044-02,Paricalcitol-D6 (ABT-358),-1.672752955755983,-1.3396009111054727,-2.0783507892391038,-1.6003071669233726,347.44,309.46,343.931,0.00131,,0.001346,2,Vitamin D Receptor (VDR) Agonist,VDR
145,NCGC00161327-10,Calcitriol,-1.6703350404028774,-1.7551637333770753,-1.883618435691427,-1.3722229521401297,314.062,329.001,363.675,,,,0,Vitamin D Analog,VDR
146,NCGC00346555-08,Apixaban,-1.6683262678746538,-1.23529312379073,-1.432956687342489,-2.336728992490742,355.818,374.224,280.183,0.023076,,0.133755,2,Coagulation Factor Xa Inhibitor,F10
147,NCGC00024631-03,EBPC,-1.6642486203047373,-1.1275988816956561,-2.203186375590455,-1.6619606036281012,364.468,296.933,338.594,0.034376,1.965802,0.117832,3,Aldose Reductase Inhibitor,AKR1B1
148,NCGC00387215-01,PKI-166,-1.6463205345720395,-1.9291303975151635,-1.2261463637574659,-1.7836848424434892,300.089,394.977,328.057,0.003259,0.001256,,2,EGFR Inhibitor,EGFR
149,NCGC00345539-10,Dacinostat,-1.6439214431130276,-2.018846548791129,-1.725967044609893,-1.1869507359380609,292.883,344.821,379.713,,,,0,HDAC Inhibitor,HDAC1
150,NCGC00347908-01,A-740003,-1.6391495155461961,-1.5729923865175242,-1.1416504001051062,-2.2028057600159583,328.694,403.456,291.776,,,0.136107,1,P2X7 Receptor Antagonist,P2RX7
151,NCGC00262398-01,NCGC00262398,-1.6375688287799048,-1.1567199027662198,-2.111585137485432,-1.6444014460880625,362.129,306.125,340.114,,,,0,USP2 Inhibitor,USP2
152,NCGC00090753-20,Azithromycin,-1.632520425939343,-1.8053255948107227,-1.0620872707501783,-2.0301484122571285,310.033,411.44,306.722,,0.001234,,1,50S Ribosomal Protein Inhibitor,
153,NCGC00167565-02,Carbazochrome sodium sulfonate,-1.6308333713452463,-0.9055370895560345,-2.216031675407401,-1.7709313490723033,382.304,295.644,329.161,0.033972,1.980479,0.029155,3,Hemostatics,
154,NCGC00346499-02,Ostarine,-1.62372800995727,-1.6575417042132057,-0.5096496907251531,-2.703992634933451,321.903,466.876,248.391,0.001517,0.002893,,2,Selective Androgen Receptor Modulators (SARM),AR
155,NCGC00024246-16,Daunorubicin,-1.6185218251683793,-1.8694565822132343,-1.671426838327388,-1.3146820549645153,304.882,350.294,368.656,,,,0,DNA Topoisomerase II Inhibitor,TOP2A
156,NCGC00378878-02,Lucitanib,-1.6137309431779552,-1.2330645377404386,-2.1276392709261622,-1.4804890208672645,355.997,304.514,354.303,0.001292,,0.00117,2,CSF1R (c-FMS) Inhibitor,CSF1R
157,NCGC00247954-03,SSR-504734,-1.6008331370564195,-1.041343886408411,-0.6420389910107517,-3.1191165337500957,371.396,453.591,212.456,,,,0,Glycine Transporter 1 (GlyT-1) Inhibitor,SLC6A9
158,NCGC00347278-03,A-443654,-1.599889262161871,-1.700843504676404,-1.5777528132852627,-1.5210714685239464,318.425,359.694,350.79,,,,0,AKT Inhibitor,AKT1
159,NCGC00387273-01,TA02,-1.596666314344166,-1.4801138840863974,-1.1899423496108656,-2.119942709335235,336.154,398.61,298.949,,,0.024844,1,p38 MAPK Inhibitor,MAPK14
160,NCGC00263160-06,Brivanib,-1.578893007313943,-1.7212120341639814,-1.2380549233239913,-1.777412064453857,316.789,393.782,328.6,0.003486,0.001264,,2,"VEGFR-2,3/FGFR1,2,3 Inhibitor",KDR
161,NCGC00025001-03,Namodenoson,-1.5762202471717903,-1.191070008424059,-2.191995319194465,-1.345595413896847,359.37,298.056,365.98,0.105362,0.278339,,2,Adenosine A3 Agonist,ADORA3
162,NCGC00508824-01,Ralaniten (EPI-001),-1.567188944372054,-0.8894763297522603,-2.165228464804768,-1.6468620385591333,383.594,300.742,339.901,0.001504,,0.003455,2,Androgen Receptor Antagonist,AR
163,NCGC00015833-18,Pyrazinamide,-1.5602550296902113,-1.3546532045959865,-2.166643540502213,-1.1594683439724345,346.231,300.6,382.092,,,,0,Fatty Acid Synthase (FAS) Inhibitor,FAS
164,NCGC00387879-02,Afuresertib (GSK2110183),-1.5597084774240708,-1.869767837248191,-1.105197252913182,-1.7041603421108398,304.857,407.114,334.941,0.004166,0.001236,,2,AKT Inhibitor,AKT1
165,NCGC00346944-02,Y-39983,-1.558335960827182,-1.3252707292960588,-2.203854052151925,-1.1458831010335624,348.591,296.866,383.268,0.001312,,0.001273,2,ROCK Inhibitor,ROCK1
166,NCGC00379062-01,Episilvestrol,-1.5573532755241322,-1.0009429828710106,-2.3535929777139435,-1.3175238659874424,374.641,281.84,368.41,0.012105,1.154683,3.831744,3,,
167,NCGC00389510-02,"Tipifarnib,Freebase",-1.5508656903033737,-1.4780098000500894,-2.192374001423359,-0.9822132694366732,336.323,298.018,397.436,,,,0,Farnesyltransferase Inhibitor,
168,NCGC00371443-05,KDM5-C70,-1.5499376299484415,-1.454852425449299,-1.788658884135426,-1.4063015802605998,338.183,338.53,360.725,0.00136,4.13951,0.001301,3,KDM5A/KDM5B Inhibitor,KDM5A
169,NCGC00508876-01,CCT-244747,-1.5457739030711484,-1.7778106497205366,-1.1876503255938777,-1.6718607338990308,312.243,398.84,337.737,,46.1,0.001181,2,Chk1 Inhibitor,CHEK1
170,NCGC00263119-07,Ruboxistaurin mesylate,-1.5441656194636575,-2.027287785339159,-1.2873733009764883,-1.3178357720753253,292.205,388.833,368.383,,,,0,PKC Inhibitor,PRKCB
171,NCGC00242499-02,Pim 1 Inhibitor 2,-1.5299359890229178,-1.3839236280833296,-1.7222300489300209,-1.4836542900554033,343.88,345.196,354.029,,,0.477277,1,Pim-1 Kinase Inhibitor,PIM1
172,NCGC00346550-03,Lumacaftor,-1.529113402132719,-1.1556118348417734,-1.9677357171148924,-1.4639926544414912,362.218,320.56,355.731,0.035118,1.522754,0.14759,3,CFTR Channel Modulator,CFTR
173,NCGC00510528-01,MT-DADMe-ImmA,-1.5251992973974788,-1.1320311533934417,-1.0084140474654029,-2.4351526913335917,364.112,416.826,271.663,,,0.013619,1,Inhibitor of MTAP,
174,NCGC00346830-03,NSC-48006,-1.5223065655772166,-1.506184605814384,-2.2873833795884244,-0.7733517113288412,334.06,288.484,415.516,,2.138618,,1,DNA Methyltransferase (DNMT) Inhibitor,DNMT1
175,NCGC00386425-01,Defactinib,-1.5172603087850633,-1.2526487045399246,-1.8088585914503608,-1.4902736303649045,354.424,336.503,353.456,,,,0,Focal Adhesion Kinase (FAK) Inhibitor,PTK2
176,NCGC00161398-06,GW-441756,-1.5169811413585472,-1.3149246119340925,-1.970964481382302,-1.2650543307592474,349.422,320.236,372.952,,,,0,Trk A Inhibitor,NTRK1
177,NCGC00507938-02,EED-226,-1.5165149979871757,-1.2147627416849756,-1.0404724877377987,-2.294309764538753,357.467,413.609,283.855,,0.006264,0.011867,2,Polycomb protein EED (PRC2/EED-EZH2 non-catalytic subunit) Inhibitor,
178,NCGC00094082-08,2-Methoxyestradiol (2-MeOE2),-1.50553769912423,-1.1143394172064938,-2.2542187885947866,-1.1480548915714093,365.533,291.812,383.08,0.007844,0.271149,,2,Hypoxia Inducible Factor 1-alpha Inhibitor,
179,NCGC00346678-15,Ganetespib (STA-9090),-1.4981034129720312,-1.6518146115699996,-2.0791480149841433,-0.7633476123619507,322.363,309.38,416.382,,,0.377046,1,Heat Shock Protein 90 (hsp90) Inhibitor,HSP90AB1
180,NCGC00025172-03,Roquinimex,-1.495088643818991,-1.386625321786755,-1.1821992945621709,-1.916441315108047,343.663,399.387,316.565,,,,0,Immunostimulant,
181,NCGC00180796-04,Withaferin A,-1.4947859914733628,-2.301453670330559,-1.243306647919438,-0.9395976561700916,270.184,393.255,401.125,,,,0,NF-kappaB (NFKB) Activation Inhibitor,NFKB1
182,NCGC00345782-02,GMX-1778,-1.4943293486680724,-2.319108055913312,-1.5011394191869802,-0.662740570903925,268.766,367.382,425.091,,,0.389948,1,IKK beta Inhibitor,IKBKB
183,NCGC00182868-16,Daporinad,-1.4943052181447056,-1.9362394625135786,-1.6258853176420145,-0.9207908742785237,299.518,354.864,402.753,,,0.042819,1,NAMPT Inhibitor,NAMPT
184,NCGC00025225-03,SCH-79797,-1.4913637465394411,-1.590497369683498,-1.1827374219400721,-1.7008564479947534,327.288,399.333,335.227,,,,0,PAR1 Antagonist,PAR1
185,NCGC00356145-10,CB-839,-1.490056130229842,-1.7554251876064393,-1.4538938284715852,-1.2608493746115015,314.041,372.123,373.316,0.004405,0.001285,0.003627,3,Glutaminase Inhibitor,GLS
186,NCGC00389590-05,THZ1,-1.4852359874897894,-1.1510301607272087,-2.4218355014893125,-0.8828423002528472,362.586,274.992,406.038,,,,0,CDK 7 Inhibitor,CDK7
187,NCGC00345811-02,LLL-12,-1.4707514839398488,-1.7403977945187221,-1.375426884516086,-1.2964297727847383,315.248,379.997,370.236,,,,0,STAT-3 Inhibitor,STAT3
188,NCGC00351609-09,STF-118804,-1.4704275528171509,-2.058512890446031,-1.15614994334301,-1.1966198246624118,289.697,402.001,378.876,,,46.1,1,"Solute Carrier Family 2, Facilitated Glucose Transporter Member 1 (GLUT-1; SLC2A1) Inhibitor",SLC2A1
189,NCGC00483923-01,AMG-337,-1.467665220162184,-0.7550390550536934,-1.7924756023898019,-1.8554810030430569,394.392,338.147,321.842,0.032199,,,1,HGFR Inhibitor,MET
190,NCGC00346642-04,PHA-665752,-1.4659489307898836,-1.5059605021892155,-1.663833263105888,-1.2280530270745473,334.078,351.056,376.155,,,0.428115,1,HGFR Inhibitor,MET
191,NCGC00159483-06,Hydroxychloroquine sulfate,-1.4638864700305125,-0.6835624488262002,-2.3833992552566023,-1.324697706008735,400.133,278.849,367.789,0.001052,0.123212,,2,Autophagy Inhibitor,MAP1LC3A
192,NCGC00481611-02,ACTB-1003,-1.460767439763737,-1.4062468391904357,-1.597952520600198,-1.3781029595005772,342.087,357.667,363.166,,,,0,FGFR Inhibitor,FGFR1
193,NCGC00351596-02,AZD-3463,-1.4570912634773143,-0.8657711462899459,-1.6032241758392707,-1.902278468302726,385.498,357.138,317.791,,,,0,ALK Inhibitor,ALK
194,NCGC00181771-06,Ibutilide fumarate,-1.450688778456988,-0.7155345660169687,-1.2057573153280838,-2.4307744540259115,397.565,397.023,272.042,,0.007248,0.010844,2,K(ATP) Channel Blocker,
195,NCGC00250381-02,AZ-23,-1.4497082962104788,-1.618037215176481,-1.2400978142956545,-1.490989859159301,325.076,393.577,353.394,,4.358299,,1,Trk Inhibitor,NTRK1
196,NCGC00378780-02,MRT-67307,-1.4487887965178134,-0.6567945158199099,-0.6608734492373065,-3.0286984244962243,402.283,451.701,220.283,,,,0,ULK1 Inhibitor,ULK1
197,NCGC00509999-02,Seletalisib,-1.4472611243510995,-1.529329530213776,-1.4903669063071356,-1.3220869365323873,332.201,368.463,368.015,,,,0,PI3K delta Inhibitor,PIK3CG
198,NCGC00532294-01,Martinostat,-1.4442892066219504,-1.8872105694071735,-1.093049525623144,-1.3526075248355338,303.456,408.333,365.373,,,,0,HDAC Inhibitor,HDAC1
199,NCGC00271596-15,Exemestane,-1.4438062991268075,-1.6865133228669902,-1.2053686677773772,-1.4395369067360553,319.576,397.062,357.848,,0.00126,0.001673,2,Aromatase Inhibitor,CYP19A1
200,NCGC00183039-03,Nystatin,-1.443117217854575,-0.9945684797550941,-0.9156070054210085,-2.4191761683876223,375.153,426.139,273.046,0.00235,,0.014124,2,Antifungal Agent,
201,NCGC00510701-01,CCT251236,-1.4385521531549152,-1.8933485186965227,-1.4431213155917408,-0.9791866251764823,302.963,373.204,397.698,,,,0,Heat Shock Factor Protein 1 (HSF1) Inhibitor,HSF1
202,NCGC00025000-22,Ketoconazole,-1.4219731648294092,-1.3545162523806051,-1.2891471282592015,-1.622256113848421,346.242,388.655,342.031,0.007801,0.003735,,2,Aromatase Inhibitor,CYP19A1
203,NCGC00015462-22,Glipizide,-1.418226097492364,-1.2508807759413696,-1.1407036945328723,-1.86309382200285,354.566,403.551,321.183,,,0.134337,1,K(ATP) Channel Blocker,
204,NCGC00346670-03,AMG-458,-1.414380137963652,-1.2569191236195323,-1.6787015232508717,-1.307519767020552,354.081,349.564,369.276,,,,0,HGFR Inhibitor,MET
205,NCGC00247877-09,CNF-2024,-1.4117447088155717,-1.17605506553774,-1.390344971270135,-1.6688340896388398,360.576,378.5,337.999,,,0.001326,1,Heat Shock Protein 90 (hsp90) Inhibitor,HSP90AB1
206,NCGC00263205-02,Motesanib,-1.4064798898971076,-0.9462118975241969,-2.004049349801435,-1.2691784223656906,379.037,316.916,372.595,,,,0,"VEGFR-1,2,3 Inhibitor",FLT1
207,NCGC00475744-02,AZD-3147,-1.4013257511978854,-1.6184356216212261,-1.2367693968101152,-1.3487722351623148,325.044,393.911,365.705,,7.064289,,1,mTORC1/2 Inhibitor,MTOR
208,NCGC00483926-01,Sitravatinib,-1.399425224490777,-1.9029600741759911,-1.0393065450856784,-1.2560090542106614,302.191,413.726,373.735,,,,0,VEGFR-1/2/3 Inhibitor,FLT1
209,NCGC00263182-04,Mocetinostat,-1.398358848665383,-1.8176139435908198,-0.7230570573503767,-1.6544055450549529,309.046,445.461,339.248,,,,0,HDAC Inhibitor,HDAC1
210,NCGC00346527-03,Roxadustat,-1.398103569730274,-0.5771505774751488,-2.1397670675725733,-1.4773930641430995,408.68,303.297,354.571,0.006598,1.298727,0.012522,3,HIF Prolyl Hydroxylase Inhibitor,HIF2A
211,NCGC00263153-07,AR-42,-1.397406481179422,-1.8250467138255895,-1.572461227402564,-0.7947115023101128,308.449,360.225,413.667,,,,0,HDAC Inhibitor,HDAC1
212,NCGC00263180-08,Trametinib,-1.3911771578407488,-1.8636049875560456,-1.4538041405752682,-0.8561223453909328,305.352,372.132,408.351,,46.1,,1,Mek 1/2 Inhibitor,MAP2K1
213,NCGC00485875-01,Fluorocyclopentenylcytosine,-1.3823689192702615,-1.4818942628863505,-1.0599148305949457,-1.6052976643294885,336.011,411.658,343.499,,0.001236,0.001359,2,CDK Inhibitor,CDK1
214,NCGC00263184-06,MK-0752,-1.381484314082302,-1.190210944527578,-0.32173361729756245,-2.632508380421766,359.439,485.733,254.579,0.001231,0.002535,,2,,NOTCH1
215,NCGC00015147-04,Benzamil,-1.380403245006137,-1.6600939954998524,-1.4774618145593115,-1.0036539249592469,321.698,369.758,395.58,,,,0,Epithelial Sodium Channels (ENaC) Blocker,SCNN1D
216,NCGC00386293-01,Rociletinib,-1.3768394761777563,-1.4996980508858828,-1.2364405411902863,-1.3943798364570998,334.581,393.944,361.757,,,,0,EGFR (Thr790Met Mutant) Inhibitor,EGFR
217,NCGC00017363-15,Cycloheximide,-1.373128651316232,-1.373863865353524,-1.8466570570870395,-0.8988650315081327,344.688,332.71,404.651,,,,0,GSK-3 beta Inhibitor,GSK3B
218,NCGC00390634-03,LY-2857785,-1.3716897481067558,-1.5196432735259189,-1.4146902524592744,-1.180735718335074,332.979,376.057,380.251,,,,0,CDK 7/8/9 Inhibitor,CDK9
219,NCGC00250401-11,Flavopiridol,-1.3715002754154488,-1.3572303962854293,-1.2547169413953136,-1.5025534885656033,346.024,392.11,352.393,,,,0,CDK1/2/4/6/7/9 Inhibitor,CDK1
220,NCGC00249612-02,Ixazomib citrate,-1.3612006456349452,-1.903333580217939,-1.3760148385030526,-0.804253518183844,302.161,379.938,412.841,,,,0,Proteasome Inhibitor,PSMD1
221,NCGC00179817-06,Andrographolide,-1.3601569820309007,-1.50909795294158,-1.299271895221201,-1.2721010979299212,333.826,387.639,372.342,,,,0,TNF-alpha Production Inhibitor,
222,NCGC00346681-07,NVP-BGT226,-1.3521735617921449,-0.978482819548524,-1.3218931757366927,-1.756144690091218,376.445,385.369,330.441,,,,0,PI3K Inhibitor,PIK3CA
223,NCGC00346438-02,Retaspimycin Hydrochloride,-1.3511018013123595,-1.4909082086987018,-1.8236670596644668,-0.7387301355739097,335.287,335.017,418.513,,,,0,Heat shock protein HSP90 Inhibitor,
224,NCGC00182052-15,SRT-1720,-1.3487088670876988,-1.0995859285495386,-1.512918429569937,-1.433622243143621,366.718,366.2,358.36,,,,0,Histone Deacetylase/SIRT1 Activator,SIRT1
225,NCGC00162400-09,Staurosporine,-1.347976813355562,-0.8767024231176307,-1.588973765646692,-1.5782542513023632,384.62,358.568,345.84,,,,0,CDK1/2 Inhibitor,CDK1
226,NCGC00346510-06,MGCD-265,-1.343367067853875,-1.633326062493562,-1.5850474288523733,-0.8117277122156894,323.848,358.962,412.194,,,,0,HGFR Inhibitor,MET
227,NCGC00014911-03,Cucurbitacin I,-1.3418736372039246,-1.729068111246292,-1.4077842844428712,-0.8887685159226107,316.158,376.75,405.525,,,,0,STAT-3 Inhibitor,JAK2
228,NCGC00347955-03,SR-1664,-1.3215686930130541,-1.2276860507363845,-1.8117585000979415,-0.9252615282048363,356.429,336.212,402.366,,,,0,PPARgamma Modulator,PPARG
229,NCGC00162142-06,SD-169,-1.3204317046384701,-1.373515259714372,-1.5758892981062338,-1.0118905560948044,344.716,359.881,394.867,,,,0,p38 MAPK Inhibitor,MAPK14
230,NCGC00345852-03,BS-194,-1.314417532770695,-1.027623764467513,-1.910704180379139,-1.0049246534654335,372.498,326.283,395.47,,,,0,CDK1/2/5/9 Inhibitor,CDK1
231,NCGC00025072-08,PD-128907,-1.3142252398081549,-0.5704150185186823,-1.839741123748823,-1.532519577156959,409.221,333.404,349.799,1.434329,1.874938,0.133616,3,Dopamine D2/D3 Agonist,DRD2
232,NCGC00346497-03,WZ-8040,-1.3139071416135675,-1.4039684523345515,-1.2922563086648546,-1.2454966638412963,342.27,388.343,374.645,,,,0,EGFR Inhibitor,EGFR
233,NCGC00025012-06,AM-630,-1.313277137076688,-1.7242249829023633,-1.1741772105027122,-1.0414292178249884,316.547,400.192,392.31,,,,0,cannabinoid CB2 Antagonist,CNR2
234,NCGC00371151-06,Balicatib,-1.3073254400771346,-0.9968468666109783,-0.8068155871885749,-2.1183138664318504,374.97,437.056,299.09,0.002254,0.210468,,2,Cruzipain (Trypanosoma cruzi) Inhibitor,
235,NCGC00507863-01,RSL3,-1.30139720040212,-0.872544055850607,-1.5762380843696882,-1.4554094609860644,384.954,359.846,356.474,,,,0,GPX4 Inhibitor,GPX4
236,NCGC00179532-03,Lactobionic acid,-1.291693179901226,-1.4127707447231315,-0.434909777127713,-2.027399017852833,341.563,474.376,306.96,0.001442,0.002041,,2,Matrix Metalloproteinase (MMP) Inhibitor,MMP1
237,NCGC00250400-05,Crizotinib,-1.2895073916809303,-1.2715730106653014,-1.104619264248028,-1.4923299001294617,352.904,407.172,353.278,,,,0,HGFR Inhibitor,MET
238,NCGC00249611-05,Ixazomib,-1.2884868103793377,-1.5661821263526685,-1.441307627021776,-0.8579706777635688,329.241,373.386,408.191,,,0.233519,1,Proteasome Inhibitor,PSMD1
239,NCGC00346548-07,KRN-633,-1.2793608806646584,-1.5347329176206272,-1.350224585651029,-0.9531251387223189,331.767,382.526,399.954,,,,0,VEGFR-2 Inhibitor,FLT1
240,NCGC00510708-01,NCGC00510708,-1.2774089433527054,-1.423975925981578,-1.2394600336996229,-1.1687908703769152,340.663,393.641,381.285,0.001957,0.001982,0.002645,3,Sphingosine Kinase 1 (SphK1) Inhibitor,SPHK1
241,NCGC00484062-02,Solcitinib,-1.2681263929125441,-1.3644141624922335,-1.264104274543152,-1.175860741702247,345.447,391.168,380.673,,0.001137,,1,Jak1 Inhibitor,JAK1
242,NCGC00015049-24,Apigenin,-1.265702837419765,-0.9604051271182296,-1.7616229660567786,-1.0750804190842869,377.897,341.243,389.397,,,,0,NMDA Receptor Antagonist,CYP2C9
243,NCGC00159330-04,Doxofylline,-1.2634851462103718,-2.0056991361145506,-1.4274757603453434,-0.3572805421712213,293.939,374.774,451.533,0.004789,,,1,Adenosine A1 Antagonist,ADORA2
244,NCGC00346487-03,Quisinostat,-1.2586153846379509,-1.6188838288715641,-1.7046312906082774,-0.4523310344340111,325.008,346.962,443.305,,,46.1,1,HDAC Inhibitor,HDAC1
245,NCGC00356746-04,GNE-618,-1.2562097557509606,-1.3435476249487257,-1.5538260756122688,-0.8712555666918874,347.123,362.095,407.041,,0.124128,,1,NAMPT Inhibitor,NAMPT
246,NCGC00262376-01,NCGC00262376,-1.2558028815815718,-1.545402740218948,-1.3788449898979425,-0.8431609146278249,330.91,379.654,409.473,0.04174,,,1,Flt3/IRAK Inhibitor,FLT3
247,NCGC00016092-09,WAY-100635,-1.2514648907163122,-1.29481753667588,-1.2537503051794536,-1.2058268302936028,351.037,392.207,378.079,,0.001826,,1,5-HT1A Receptor Antagonist,HTR1A
248,NCGC00093644-09,Amsacrine,-1.251083944555896,-1.9458261175902496,-1.0826158336849419,-0.7248098823924968,298.748,409.38,419.718,,,,0,DNA Topoisomerase II Inhibitor,TOP2A
249,NCGC00163468-12,Mitomycin C,-1.2491215349360139,-0.9628702669950876,-1.6867833992412087,-1.097710938571745,377.699,348.753,387.438,0.001202,,0.001271,2,DNA Alkylating Agent,
250,NCGC00242056-04,IKK-3 Inhibitor IX,-1.2345195430608293,-1.2956392499681657,-1.183066277559901,-1.2248531016544213,350.971,399.3,376.432,,,,0,IKK-epsilon Inhibitor,IKBKE
251,NCGC00015466-09,Gabapentin,-1.2344095634844479,-1.7451413212514644,-1.1428362734008526,-0.8152510958010263,314.867,403.337,411.889,0.003414,,,1,Calcium Channels (Voltage-Gated) alpha2/delta-1 Subunit Ligands,
252,NCGC00387792-03,PX-866,-1.2307503186175464,-1.430138775673724,-1.3235773151230887,-0.9385348650558263,340.168,385.2,401.217,,,,0,,
253,NCGC00347904-03,AZ-11645373,-1.2297350103099522,-1.8150118514985805,-0.8804393847429597,-0.9937537946883168,309.255,429.668,396.437,,0.001093,,1,P2X7 Receptor Antagonist,P2RX7
254,NCGC00347952-11,NSC-319726,-1.2268348987335467,-2.0312095987796153,-0.6461148076322654,-1.0031802897887592,291.89,453.182,395.621,,,,0,Mutant p53 Activator,
255,NCGC00017254-05,Cyanein,-1.2260130079136262,-0.8142771133066827,-1.2900938338314354,-1.5736680766027604,389.634,388.56,346.237,,,,0,Golgi-Specific Brefeldin A-Resistance Guanine Nucleotide Exchange Factor 1 (GBF1) Inhibitor,GBF1
256,NCGC00183808-01,ML324,-1.225754021058599,-0.9803378995568669,-1.2837259931929335,-1.413198170425997,376.296,389.199,360.128,,,,0,JMJ Inhibitor,JARID2
257,NCGC00189220-12,UNC-0638,-1.2180484432817287,-1.0766526575739175,-1.6694437392866024,-0.9080489329846665,368.56,350.493,403.856,,,,0,EHMT2 Inhibitor,EHMT2
