drug_a,drug_b,intersection_n,union_n,jaccard,n_a,n_b,shared_genes
mercaptopurine,oxaliplatin,6,52,0.11538461538461539,27,31,FEN1;MEN1;MSH2;MYB;SETD1B;TERT
carmustine,paclitaxel,4,35,0.11428571428571428,29,10,AMER1;CNTRL;EWSR1;SPEN
fluorouracil,methotrexate,4,35,0.11428571428571428,12,27,MYC;NTHL1;SETD1B;TERT
oxaliplatin,tamoxifen,5,44,0.11363636363636363,31,18,BCOR;BLM;EWSR1;MYB;RBM10
acalabrutinib,afatinib,1,9,0.1111111111111111,1,9,ERBB4
acalabrutinib,dacomitinib,1,9,0.1111111111111111,1,9,ERBB4
afatinib,erlotinib,2,18,0.1111111111111111,9,11,LASP1;PDGFB
carboplatin,selinexor,1,9,0.1111111111111111,7,3,LCP1
carfilzomib,romidepsin,1,9,0.1111111111111111,9,1,SF3B1
carmustine,ixabepilone,4,36,0.1111111111111111,29,11,EWSR1;MYB;MYC;SPEN
carmustine,oxaliplatin,6,54,0.1111111111111111,29,31,BCOR;EWSR1;FUBP1;MYB;MYC;RBM10
celecoxib,teniposide,1,9,0.1111111111111111,2,8,WAS
chlorambucil,epirubicin,1,9,0.1111111111111111,6,4,ZEB1
chlorambucil,gemcitabine,1,9,0.1111111111111111,6,4,KDM5A
cisplatin,gemcitabine,1,9,0.1111111111111111,6,4,KDM5A
cladribine,hydroxyurea,1,9,0.1111111111111111,3,7,FLT3
cytarabine,idarubicin,2,18,0.1111111111111111,9,11,SMARCE1;TAF15
cytarabine,valrubicin,2,18,0.1111111111111111,9,11,SMARCE1;TAF15
dacomitinib,erlotinib,2,18,0.1111111111111111,9,11,LASP1;PDGFB
encorafenib,ixazomib,2,18,0.1111111111111111,15,5,ATR;TNFRSF14
etoposide,thiotepa,1,9,0.1111111111111111,7,3,TAF15
fluorouracil,vorinostat,3,27,0.1111111111111111,12,18,MYC;NTHL1;TRAF7
gemcitabine,melphalan,1,9,0.1111111111111111,4,6,KDM5A
hydroxyurea,thiotepa,1,9,0.1111111111111111,7,3,FLT3
idelalisib,temsirolimus,1,9,0.1111111111111111,9,1,FAS
imatinib,umbralisib,1,9,0.1111111111111111,5,5,RPL10
ixazomib,venetoclax,1,9,0.1111111111111111,5,5,TNFRSF14
mitomycin,teniposide,2,18,0.1111111111111111,12,8,CTCF;TAF15
palbociclib,raloxifene,4,36,0.1111111111111111,26,14,BCL2;BLM;P2RY8;TRIM24
teniposide,topotecan,1,9,0.1111111111111111,8,2,TAF15
bleomycin,dasatinib,4,37,0.10810810810810811,16,25,ABL1;FGFR1;PDGFRB;SMAD3
carmustine,docetaxel,4,37,0.10810810810810811,29,12,AMER1;ARID1A;CNTRL;EWSR1
lomustine,nilotinib,4,37,0.10810810810810811,27,14,CHD4;LCP1;MYB;TRIM24
mercaptopurine,nilotinib,4,37,0.10810810810810811,27,14,CHD4;FOXO4;MYB;TRIM27
oxaliplatin,paclitaxel,4,37,0.10810810810810811,31,10,BLM;EWSR1;FEN1;TERT
ibrutinib,lenvatinib,3,28,0.10714285714285714,13,18,FSTL3;NRG1;SFRP4
carboplatin,nilotinib,2,19,0.10526315789473684,7,14,LCP1;PRKCB
cytarabine,daunorubicin,2,19,0.10526315789473684,9,12,TAF15;TERT
erdafitinib,erlotinib,2,19,0.10526315789473684,10,11,EGFR;FGFR1
erdafitinib,everolimus,2,19,0.10526315789473684,10,11,FGFR1;FLNA
idarubicin,oxaliplatin,4,38,0.10526315789473684,11,31,ARID2;SETD1B;TAF15;ZCCHC8
ixabepilone,oxaliplatin,4,38,0.10526315789473684,11,31,EWSR1;FEN1;MYB;MYC
abiraterone,dasatinib,6,58,0.10344827586206896,39,25,CREB3L1;FLNA;ITGAV;JUN;NRG1;PDGFRB
crizotinib,dacarbazine,3,29,0.10344827586206896,17,15,CHD4;FOXO4;POT1
imatinib,lomustine,3,29,0.10344827586206896,5,27,CHD4;LCP1;MYB
raloxifene,vorinostat,3,29,0.10344827586206896,14,18,BLM;CHD4;MYB
selumetinib,venetoclax,3,29,0.10344827586206896,27,5,CASP8;SND1;TNFRSF14
carmustine,nilotinib,4,39,0.10256410256410256,29,14,CHD4;LCP1;MYB;TRIM24
docetaxel,oxaliplatin,4,39,0.10256410256410256,12,31,EWSR1;FEN1;TCF3;TERT
fluorouracil,oxaliplatin,4,39,0.10256410256410256,12,31,MYC;SETD1B;TERT;ZCCHC8
abiraterone,bleomycin,5,50,0.1,39,16,BCL3;FAT4;MN1;PDGFRB;RUNX1T1
afatinib,tucatinib,1,10,0.1,9,2,ERBB4
belinostat,crizotinib,2,20,0.1,5,17,MLLT6;RALGDS
carboplatin,epirubicin,1,10,0.1,7,4,FLI1
cisplatin,imatinib,1,10,0.1,6,5,LCP1
clofarabine,cytarabine,1,10,0.1,2,9,FANCA
crizotinib,selumetinib,4,40,0.1,17,27,BLM;CHD4;SND1;SRSF2
cytarabine,pemetrexed,1,10,0.1,9,2,TERT
cytarabine,pralatrexate,1,10,0.1,9,2,TERT
cytarabine,topotecan,1,10,0.1,9,2,TAF15
dacomitinib,osimertinib,1,10,0.1,9,2,PDGFB
darolutamide,raloxifene,2,20,0.1,8,14,BCOR;TRIM24
epirubicin,etoposide,1,10,0.1,4,7,ZEB1
erlotinib,everolimus,2,20,0.1,11,11,FGFR1;ITGAV
idarubicin,valrubicin,2,20,0.1,11,11,SMARCE1;TAF15
idelalisib,sirolimus,1,10,0.1,9,2,FAS
irinotecan,valrubicin,2,20,0.1,11,11,SUB1;TAF15
melphalan,methotrexate,3,30,0.1,6,27,CTCF;SETD1B;TAF15
ribociclib,sunitinib,1,10,0.1,8,3,MYC
teniposide,thiotepa,1,10,0.1,8,3,TAF15
tioguanine,trifluridine,2,20,0.1,16,6,POLE;TERT
carmustine,mercaptopurine,5,51,0.09803921568627451,29,27,CHD4;DDX5;MYB;SPEN;U2AF1
carmustine,tioguanine,4,41,0.0975609756097561,29,16,CHD4;SPEN;U2AF1;ZNF521
mercaptopurine,vorinostat,4,41,0.0975609756097561,27,18,CHD4;MYB;N4BP2;TRIM27
methotrexate,tamoxifen,4,41,0.0975609756097561,27,18,BLM;CHD4;EWSR1;NTHL1
oxaliplatin,raloxifene,4,41,0.0975609756097561,31,14,BCOR;BLM;EWSR1;MYB
bleomycin,lenvatinib,3,31,0.0967741935483871,16,18,CDKN1A;FAT4;PDCD1LG2
carmustine,imatinib,3,31,0.0967741935483871,29,5,CHD4;LCP1;MYB
cobimetinib,venetoclax,3,31,0.0967741935483871,29,5,CASP8;SND1;TNFRSF14
hydroxyurea,mercaptopurine,3,31,0.0967741935483871,7,27,BAZ1A;SETD1B;TERT
actinomycin d,ixabepilone,2,21,0.09523809523809523,12,11,EWSR1;MYB
belinostat,vorinostat,2,21,0.09523809523809523,5,18,NOTCH1;RALGDS
cobimetinib,crizotinib,4,42,0.09523809523809523,29,17,BLM;CHD4;SND1;SRSF2
docetaxel,irinotecan,2,21,0.09523809523809523,12,11,TCF3;TERT
docetaxel,ixabepilone,2,21,0.09523809523809523,12,11,EWSR1;FEN1
fluorouracil,idarubicin,2,21,0.09523809523809523,12,11,SETD1B;ZCCHC8
hydroxyurea,tioguanine,2,21,0.09523809523809523,7,16,BAZ1A;TERT
mitomycin,valrubicin,2,21,0.09523809523809523,12,11,CTCF;TAF15
raloxifene,vinblastine,2,21,0.09523809523809523,14,9,CHD4;CNTRL
dabrafenib,vorinostat,5,53,0.09433962264150944,40,18,BLM;GAS7;PCBP1;SMARCD1;TRAF7
crizotinib,dexrazoxane,3,32,0.09375,17,18,MLLT6;RAD17;TRIM24
oxaliplatin,tioguanine,4,43,0.09302325581395349,31,16,EZH2;MEN1;MSH2;TERT
actinomycin d,daunorubicin,2,22,0.09090909090909091,12,12,BRCA1;DDX5
bleomycin,brigatinib,2,22,0.09090909090909091,16,8,BCL3;SMAD3
carboplatin,carmustine,3,33,0.09090909090909091,7,29,ARID1A;LCP1;PTPRC
carboplatin,imatinib,1,11,0.09090909090909091,7,5,LCP1
ceritinib,fluorouracil,2,22,0.09090909090909091,12,12,BRCA2;PTPN6
chlorambucil,trifluridine,1,11,0.09090909090909091,6,6,TAF15
cladribine,cytarabine,1,11,0.09090909090909091,3,9,FLT3
dacarbazine,vinblastine,2,22,0.09090909090909091,15,9,CHD4;FOXO4
decitabine,valrubicin,1,11,0.09090909090909091,1,11,CTCF
doxorubicin,idarubicin,1,11,0.09090909090909091,1,11,BRCA1
epirubicin,teniposide,1,11,0.09090909090909091,4,8,ZEB1
erdafitinib,sirolimus,1,11,0.09090909090909091,10,2,NCOR2
everolimus,gilteritinib,1,11,0.09090909090909091,11,1,BCL3
everolimus,temsirolimus,1,11,0.09090909090909091,11,1,FAS
imatinib,oxaliplatin,3,33,0.09090909090909091,5,31,BLM;MYB;RPL10
ixabepilone,panobinostat,1,11,0.09090909090909091,11,1,NTHL1
melphalan,mitoxantrone,1,11,0.09090909090909091,6,6,TAF15
melphalan,trifluridine,1,11,0.09090909090909091,6,6,TAF15
mitoxantrone,trifluridine,1,11,0.09090909090909091,6,6,TAF15
paclitaxel,pemetrexed,1,11,0.09090909090909091,10,2,TERT
paclitaxel,pralatrexate,1,11,0.09090909090909091,10,2,TERT
oxaliplatin,vorinostat,4,45,0.08888888888888889,31,18,BLM;MYB;MYC;SMARCD1
carmustine,darolutamide,3,34,0.08823529411764706,29,8,BCOR;PTPRC;TRIM24
carmustine,ribociclib,3,34,0.08823529411764706,29,8,MYC;POT1;TRIM24
methotrexate,paclitaxel,3,34,0.08823529411764706,27,10,BLM;EWSR1;TERT
abiraterone,everolimus,4,46,0.08695652173913043,39,11,BCL3;FAT4;FLNA;ITGAV
bleomycin,idelalisib,2,23,0.08695652173913043,16,9,PTPN13;RUNX1T1
cytarabine,tioguanine,2,23,0.08695652173913043,9,16,BAZ1A;TERT
ixabepilone,nilotinib,2,23,0.08695652173913043,11,14,CHEK2;MYB
carfilzomib,carmustine,3,35,0.08571428571428572,9,29,AMER1;CNTRL;FUBP1
carmustine,vinblastine,3,35,0.08571428571428572,29,9,AMER1;CHD4;CNTRL
irinotecan,lomustine,3,35,0.08571428571428572,11,27,CBFB;DDX6;FUBP1
irinotecan,mercaptopurine,3,35,0.08571428571428572,11,27,BAZ1A;SPOP;TERT
ixabepilone,lomustine,3,35,0.08571428571428572,11,27,EWSR1;MYB;SPEN
ixabepilone,mercaptopurine,3,35,0.08571428571428572,11,27,FEN1;MYB;SPEN
ixabepilone,methotrexate,3,35,0.08571428571428572,11,27,EWSR1;MYC;NTHL1
actinomycin d,doxorubicin,1,12,0.08333333333333333,12,1,BRCA1
actinomycin d,homoharringtonine,1,12,0.08333333333333333,12,1,USP8
actinomycin d,mercaptopurine,3,36,0.08333333333333333,12,27,CHD4;DDX5;MYB
actinomycin d,romidepsin,1,12,0.08333333333333333,12,1,SF3B1
belinostat,ribociclib,1,12,0.08333333333333333,5,8,MLLT6
carboplatin,mitoxantrone,1,12,0.08333333333333333,7,6,FLI1
carfilzomib,crizotinib,2,24,0.08333333333333333,9,17,CNTRL;RAD17
celecoxib,valrubicin,1,12,0.08333333333333333,2,11,WAS
ceritinib,mercaptopurine,3,36,0.08333333333333333,12,27,MYB;SETDB1;TOP1
ceritinib,nilotinib,2,24,0.08333333333333333,12,14,BLM;MYB
ceritinib,raloxifene,2,24,0.08333333333333333,12,14,BLM;MYB
chlorambucil,hydroxyurea,1,12,0.08333333333333333,6,7,BAZ1A
cyclophosphamide,paclitaxel,2,24,0.08333333333333333,16,10,SPEN;TERT
cytarabine,epirubicin,1,12,0.08333333333333333,9,4,MSH6
dacomitinib,sonidegib,1,12,0.08333333333333333,9,4,WIF1
darolutamide,venetoclax,1,12,0.08333333333333333,8,5,BTK
daunorubicin,decitabine,1,12,0.08333333333333333,12,1,CTCF
daunorubicin,doxorubicin,1,12,0.08333333333333333,12,1,BRCA1
decitabine,mitomycin,1,12,0.08333333333333333,1,12,CTCF
dexrazoxane,ribociclib,2,24,0.08333333333333333,18,8,MLLT6;TRIM24
docetaxel,raloxifene,2,24,0.08333333333333333,12,14,CNTRL;EWSR1
doxorubicin,mitomycin,1,12,0.08333333333333333,1,12,BRCA1
erlotinib,osimertinib,1,12,0.08333333333333333,11,2,PDGFB
etoposide,melphalan,1,12,0.08333333333333333,7,6,TAF15
etoposide,trifluridine,1,12,0.08333333333333333,7,6,TAF15
everolimus,sirolimus,1,12,0.08333333333333333,11,2,FAS
fluorouracil,panobinostat,1,12,0.08333333333333333,12,1,NTHL1
hydroxyurea,melphalan,1,12,0.08333333333333333,7,6,SETD1B
idarubicin,pemetrexed,1,12,0.08333333333333333,11,2,RFWD3
idarubicin,topotecan,1,12,0.08333333333333333,11,2,TAF15
irinotecan,pralatrexate,1,12,0.08333333333333333,11,2,TERT
irinotecan,topotecan,1,12,0.08333333333333333,11,2,TAF15
paclitaxel,tioguanine,2,24,0.08333333333333333,10,16,SPEN;TERT
topotecan,valrubicin,1,12,0.08333333333333333,2,11,TAF15
methotrexate,palbociclib,4,49,0.08163265306122448,27,26,BLM;MYC;RFWD3;TOP1
carmustine,irinotecan,3,37,0.08108108108108109,29,11,CBFB;DDX6;FUBP1
bleomycin,erlotinib,2,25,0.08,16,11,FGFR1;PTPN13
carfilzomib,dexrazoxane,2,25,0.08,9,18,FUBP1;RAD17
crizotinib,paclitaxel,2,25,0.08,17,10,BLM;CNTRL
dabrafenib,nilotinib,4,50,0.08,40,14,BLM;FIP1L1;FOXO4;NFATC2
lomustine,mercaptopurine,4,50,0.08,27,27,CHD4;DDX5;MYB;SPEN
lomustine,methotrexate,4,50,0.08,27,27,CBFB;CHD4;EWSR1;ZMYM3
tamoxifen,vinblastine,2,25,0.08,18,9,CHD4;CNTRL
trametinib,venetoclax,2,25,0.08,22,5,CASP8;TNFRSF14
vemurafenib,venetoclax,2,25,0.08,22,5,SND1;TNFRSF14
methotrexate,nilotinib,3,38,0.07894736842105263,27,14,BLM;CHD4;FIP1L1
methotrexate,raloxifene,3,38,0.07894736842105263,27,14,BLM;CHD4;EWSR1
abemaciclib,idelalisib,1,13,0.07692307692307693,5,9,FAS
acalabrutinib,ibrutinib,1,13,0.07692307692307693,1,13,ERBB4
allopurinol,dacarbazine,2,26,0.07692307692307693,13,15,MAX;TRIM27
asciminib,ixabepilone,1,13,0.07692307692307693,3,11,MYB
binimetinib,venetoclax,2,26,0.07692307692307693,23,5,SND1;TNFRSF14
carmustine,methotrexate,4,52,0.07692307692307693,29,27,CBFB;CHD4;EWSR1;MYC
crizotinib,ixabepilone,2,26,0.07692307692307693,17,11,MYB;SRSF2
cyclophosphamide,daunorubicin,2,26,0.07692307692307693,16,12,IKZF1;TERT
cyclophosphamide,docetaxel,2,26,0.07692307692307693,16,12,ARID1A;TERT
dacarbazine,lomustine,3,39,0.07692307692307693,15,27,CBFB;CHD4;SPEN
dacarbazine,methotrexate,3,39,0.07692307692307693,15,27,CBFB;CHD4;FIP1L1
daunorubicin,pralatrexate,1,13,0.07692307692307693,12,2,TERT
daunorubicin,topotecan,1,13,0.07692307692307693,12,2,TAF15
docetaxel,pemetrexed,1,13,0.07692307692307693,12,2,TERT
docetaxel,pralatrexate,1,13,0.07692307692307693,12,2,TERT
etoposide,hydroxyurea,1,13,0.07692307692307693,7,7,WAS
fluorouracil,pemetrexed,1,13,0.07692307692307693,12,2,TERT
fluorouracil,pralatrexate,1,13,0.07692307692307693,12,2,TERT
gemcitabine,paclitaxel,1,13,0.07692307692307693,4,10,TERT
imatinib,vinblastine,1,13,0.07692307692307693,5,9,CHD4
irinotecan,thiotepa,1,13,0.07692307692307693,11,3,TAF15
ixabepilone,sunitinib,1,13,0.07692307692307693,11,3,MYC
mitomycin,pemetrexed,1,13,0.07692307692307693,12,2,RFWD3
mitomycin,topotecan,1,13,0.07692307692307693,12,2,TAF15
oxaliplatin,valrubicin,3,39,0.07692307692307693,31,11,PRF1;SUB1;TAF15
teniposide,trifluridine,1,13,0.07692307692307693,8,6,TAF15
thiotepa,valrubicin,1,13,0.07692307692307693,3,11,TAF15
crizotinib,dabrafenib,4,53,0.07547169811320754,17,40,BLM;FOXO4;SND1;SRSF2
actinomycin d,oxaliplatin,3,40,0.075,12,31,EWSR1;MYB;RAD17
ceritinib,oxaliplatin,3,40,0.075,12,31,BLM;MLLT6;MYB
crizotinib,palbociclib,3,40,0.075,17,26,BLM;MLLT6;TRIM24
lomustine,tioguanine,3,40,0.075,27,16,CHD4;SPEN;ZNF521
clofarabine,methotrexate,2,27,0.07407407407407407,2,27,FANCA;YWHAE
everolimus,lenvatinib,2,27,0.07407407407407407,11,18,FAT4;FLNA
mercaptopurine,pralatrexate,2,27,0.07407407407407407,27,2,MEN1;TERT
methotrexate,pemetrexed,2,27,0.07407407407407407,27,2,RFWD3;TERT
methotrexate,pralatrexate,2,27,0.07407407407407407,27,2,MEN1;TERT
palbociclib,sunitinib,2,27,0.07407407407407407,26,3,MLLT10;MYC
crizotinib,mercaptopurine,3,41,0.07317073170731707,17,27,CHD4;FOXO4;MYB
palbociclib,vorinostat,3,41,0.07317073170731707,26,18,BLM;MYC;NOTCH1
actinomycin d,asciminib,1,14,0.07142857142857142,12,3,MYB
actinomycin d,selinexor,1,14,0.07142857142857142,12,3,LCP1
actinomycin d,vorinostat,2,28,0.07142857142857142,12,18,CHD4;MYB
allopurinol,pralatrexate,1,14,0.07142857142857142,13,2,MEN1
asciminib,ceritinib,1,14,0.07142857142857142,3,12,MYB
carboplatin,darolutamide,1,14,0.07142857142857142,7,8,PTPRC
carmustine,cyclophosphamide,3,42,0.07142857142857142,29,16,ARID1A;PTPRC;SPEN
ceritinib,vorinostat,2,28,0.07142857142857142,12,18,BLM;MYB
cytarabine,melphalan,1,14,0.07142857142857142,9,6,TAF15
dabrafenib,ixazomib,3,42,0.07142857142857142,40,5,ATR;CDK4;TNFRSF14
dabrafenib,venetoclax,3,42,0.07142857142857142,40,5,CASP8;SND1;TNFRSF14
dacomitinib,duvelisib,1,14,0.07142857142857142,9,6,PREX2
dacomitinib,vandetanib,1,14,0.07142857142857142,9,6,PREX2
daunorubicin,thiotepa,1,14,0.07142857142857142,12,3,TAF15
dexrazoxane,fluorouracil,2,28,0.07142857142857142,18,12,PTPN6;ZCCHC8
docetaxel,tamoxifen,2,28,0.07142857142857142,12,18,CNTRL;EWSR1
erdafitinib,zoledronate,2,28,0.07142857142857142,10,20,FGFR1;MYH9
fluorouracil,sunitinib,1,14,0.07142857142857142,12,3,MYC
gemcitabine,idarubicin,1,14,0.07142857142857142,4,11,KDM5A
gemcitabine,irinotecan,1,14,0.07142857142857142,4,11,TERT
ibrutinib,osimertinib,1,14,0.07142857142857142,13,2,PDGFB
imatinib,paclitaxel,1,14,0.07142857142857142,5,10,BLM
lomustine,vorinostat,3,42,0.07142857142857142,27,18,CHD4;MYB;RALGDS
nilotinib,tioguanine,2,28,0.07142857142857142,14,16,CHD4;TRIM27
selumetinib,tamoxifen,3,42,0.07142857142857142,27,18,BLM;CHD4;SRSF2
belinostat,palbociclib,2,29,0.06896551724137931,5,26,MLLT6;NOTCH1
everolimus,zoledronate,2,29,0.06896551724137931,11,20,FAT4;FGFR1
gemcitabine,methotrexate,2,29,0.06896551724137931,4,27,FANCA;TERT
carmustine,vorinostat,3,44,0.06818181818181818,29,18,CHD4;MYB;MYC
cobimetinib,tamoxifen,3,44,0.06818181818181818,29,18,BLM;CHD4;SRSF2
abemaciclib,everolimus,1,15,0.06666666666666667,5,11,FAS
allopurinol,asciminib,1,15,0.06666666666666667,13,3,AXIN1
cyclophosphamide,tioguanine,2,30,0.06666666666666667,16,16,SPEN;TERT
cytarabine,etoposide,1,15,0.06666666666666667,9,7,TAF15
darolutamide,ribociclib,1,15,0.06666666666666667,8,8,TRIM24
daunorubicin,gemcitabine,1,15,0.06666666666666667,12,4,TERT
docetaxel,gemcitabine,1,15,0.06666666666666667,12,4,TERT
epirubicin,mitomycin,1,15,0.06666666666666667,4,12,MSH6
fluorouracil,gemcitabine,1,15,0.06666666666666667,12,4,TERT
gemcitabine,mitomycin,1,15,0.06666666666666667,4,12,KDM5A
idarubicin,umbralisib,1,15,0.06666666666666667,11,5,ZCCHC8
imatinib,ixabepilone,1,15,0.06666666666666667,5,11,MYB
imatinib,mercaptopurine,2,30,0.06666666666666667,5,27,CHD4;MYB
imatinib,methotrexate,2,30,0.06666666666666667,5,27,BLM;CHD4
imatinib,selumetinib,2,30,0.06666666666666667,5,27,BLM;CHD4
paclitaxel,trifluridine,1,15,0.06666666666666667,10,6,TERT
carmustine,epirubicin,2,31,0.06451612903225806,29,4,TCF12;ZEB1
crizotinib,tioguanine,2,31,0.06451612903225806,17,16,CHD4;ZNF521
dacarbazine,vorinostat,2,31,0.06451612903225806,15,18,CHD4;TRIM27
melphalan,mercaptopurine,2,31,0.06451612903225806,6,27,DDX5;SETD1B
mercaptopurine,trifluridine,2,31,0.06451612903225806,27,6,POLE;TERT
oxaliplatin,pralatrexate,2,31,0.06451612903225806,31,2,MEN1;TERT
asciminib,nilotinib,1,16,0.0625,3,14,MYB
asciminib,raloxifene,1,16,0.0625,3,14,MYB
axitinib,tioguanine,1,16,0.0625,1,16,ZNF521
belinostat,ceritinib,1,16,0.0625,5,12,MLLT6
bleomycin,gilteritinib,1,16,0.0625,16,1,BCL3
cabozantinib,tioguanine,1,16,0.0625,1,16,ZNF521
carboplatin,lomustine,2,32,0.0625,7,27,ARID1A;LCP1
carfilzomib,ribociclib,1,16,0.0625,9,8,SF3B1
cisplatin,idarubicin,1,16,0.0625,6,11,KDM5A
cobimetinib,imatinib,2,32,0.0625,29,5,BLM;CHD4
cytarabine,teniposide,1,16,0.0625,9,8,TAF15
dacomitinib,dasatinib,2,32,0.0625,9,25,LASP1;NUTM1
duvelisib,everolimus,1,16,0.0625,6,11,NF2
everolimus,vandetanib,1,16,0.0625,11,6,ITGAV
fluorouracil,umbralisib,1,16,0.0625,12,5,ZCCHC8
hydroxyurea,methotrexate,2,32,0.0625,7,27,SETD1B;TERT
hydroxyurea,paclitaxel,1,16,0.0625,7,10,TERT
ibrutinib,sonidegib,1,16,0.0625,13,4,WIF1
irinotecan,melphalan,1,16,0.0625,11,6,TAF15
nilotinib,selinexor,1,16,0.0625,14,3,LCP1
raloxifene,selinexor,1,16,0.0625,14,3,LCP1
tioguanine,vorinostat,2,32,0.0625,16,18,CHD4;TRIM27
trifluridine,valrubicin,1,16,0.0625,6,11,TAF15
ceritinib,dabrafenib,3,49,0.061224489795918366,12,40,BLM;BRCA2;SRSF2
carmustine,mitoxantrone,2,33,0.06060606060606061,29,6,DDX6;ZEB1
darolutamide,lomustine,2,33,0.06060606060606061,8,27,BCOR;TRIM24
methotrexate,teniposide,2,33,0.06060606060606061,27,8,CTCF;TAF15
mercaptopurine,palbociclib,3,50,0.06,27,26,KMT2D;SETDB1;TOP1
actinomycin d,cisplatin,1,17,0.058823529411764705,12,6,LCP1
actinomycin d,melphalan,1,17,0.058823529411764705,12,6,DDX5
allopurinol,belinostat,1,17,0.058823529411764705,13,5,MEN1
allopurinol,umbralisib,1,17,0.058823529411764705,13,5,LARP4B
axitinib,crizotinib,1,17,0.058823529411764705,1,17,ZNF521
belinostat,oxaliplatin,2,34,0.058823529411764705,5,31,MEN1;MLLT6
bleomycin,lorlatinib,1,17,0.058823529411764705,16,2,BCL3
bleomycin,sirolimus,1,17,0.058823529411764705,16,2,NCOR2
brigatinib,erdafitinib,1,17,0.058823529411764705,8,10,EGFR
cabozantinib,crizotinib,1,17,0.058823529411764705,1,17,ZNF521
carboplatin,valrubicin,1,17,0.058823529411764705,7,11,FLI1
celecoxib,cyclophosphamide,1,17,0.058823529411764705,2,16,WAS
chlorambucil,daunorubicin,1,17,0.058823529411764705,6,12,TAF15
cisplatin,mitomycin,1,17,0.058823529411764705,6,12,KDM5A
crizotinib,doxorubicin,1,17,0.058823529411764705,17,1,BRCA1
cyclophosphamide,fulvestrant,1,17,0.058823529411764705,16,2,CBFA2T3
cyclophosphamide,pemetrexed,1,17,0.058823529411764705,16,2,TERT
cyclophosphamide,pralatrexate,1,17,0.058823529411764705,16,2,TERT
cytarabine,mercaptopurine,2,34,0.058823529411764705,9,27,BAZ1A;TERT
daunorubicin,mitoxantrone,1,17,0.058823529411764705,12,6,TAF15
docetaxel,trifluridine,1,17,0.058823529411764705,12,6,TERT
encorafenib,sunitinib,1,17,0.058823529411764705,15,3,STAT6
fluorouracil,melphalan,1,17,0.058823529411764705,12,6,SETD1B
fluorouracil,trifluridine,1,17,0.058823529411764705,12,6,TERT
hydroxyurea,idarubicin,1,17,0.058823529411764705,7,11,SETD1B
mercaptopurine,vinblastine,2,34,0.058823529411764705,27,9,CHD4;FOXO4
methotrexate,vinblastine,2,34,0.058823529411764705,27,9,CHD4;XPO1
mitomycin,mitoxantrone,1,17,0.058823529411764705,12,6,TAF15
oxaliplatin,umbralisib,2,34,0.058823529411764705,31,5,RPL10;ZCCHC8
pemetrexed,tioguanine,1,17,0.058823529411764705,2,16,TERT
fruquintinib,vandetanib,2,35,0.05714285714285714,31,6,ITGAV;LPP
idarubicin,palbociclib,2,35,0.05714285714285714,11,26,RFWD3;ZCCHC8
melphalan,oxaliplatin,2,35,0.05714285714285714,6,31,SETD1B;TAF15
oxaliplatin,trifluridine,2,35,0.05714285714285714,31,6,TAF15;TERT
actinomycin d,carboplatin,1,18,0.05555555555555555,12,7,LCP1
actinomycin d,etoposide,1,18,0.05555555555555555,12,7,BRCA1
allopurinol,neratinib,1,18,0.05555555555555555,13,6,MGMT
carboplatin,docetaxel,1,18,0.05555555555555555,7,12,ARID1A
cytarabine,paclitaxel,1,18,0.05555555555555555,9,10,TERT
docetaxel,hydroxyurea,1,18,0.05555555555555555,12,7,TERT
duvelisib,ibrutinib,1,18,0.05555555555555555,6,13,PREX2
erdafitinib,idelalisib,1,18,0.05555555555555555,10,9,PTPRD
estramustine,fruquintinib,2,36,0.05555555555555555,7,31,B2M;EBF1
etoposide,oxaliplatin,2,36,0.05555555555555555,7,31,SUB1;TAF15
hydroxyurea,oxaliplatin,2,36,0.05555555555555555,7,31,SETD1B;TERT
ibrutinib,vandetanib,1,18,0.05555555555555555,13,6,PREX2
idarubicin,teniposide,1,18,0.05555555555555555,11,8,TAF15
ixabepilone,ribociclib,1,18,0.05555555555555555,11,8,MYC
methotrexate,valrubicin,2,36,0.05555555555555555,27,11,CTCF;TAF15
panobinostat,tamoxifen,1,18,0.05555555555555555,1,18,NTHL1
panobinostat,vorinostat,1,18,0.05555555555555555,1,18,NTHL1
raloxifene,venetoclax,1,18,0.05555555555555555,14,5,BCL2
actinomycin d,methotrexate,2,37,0.05405405405405406,12,27,CHD4;EWSR1
ceritinib,methotrexate,2,37,0.05405405405405406,12,27,BLM;TOP1
ceritinib,selumetinib,2,37,0.05405405405405406,12,27,BLM;SRSF2
daunorubicin,lomustine,2,37,0.05405405405405406,12,27,DDX5;FUBP1
daunorubicin,mercaptopurine,2,37,0.05405405405405406,12,27,DDX5;TERT
docetaxel,mercaptopurine,2,37,0.05405405405405406,12,27,FEN1;TERT
docetaxel,methotrexate,2,37,0.05405405405405406,12,27,EWSR1;TERT
fluorouracil,mercaptopurine,2,37,0.05405405405405406,12,27,SETD1B;TERT
oxaliplatin,ribociclib,2,37,0.05405405405405406,31,8,MLLT6;MYC
oxaliplatin,teniposide,2,37,0.05405405405405406,31,8,SUB1;TAF15
actinomycin d,ribociclib,1,19,0.05263157894736842,12,8,SF3B1
allopurinol,methotrexate,2,38,0.05263157894736842,13,27,HMGA1;MEN1
asciminib,crizotinib,1,19,0.05263157894736842,3,17,MYB
binimetinib,crizotinib,2,38,0.05263157894736842,23,17,SND1;SRSF2
